Timestamp,ID,Anomaly
01/08/2017 00:00:00,0,FALSE
07/30/2017 00:00:00,0,FALSE
09/19/2016 00:00:00,0,FALSE
10/10/2016 00:00:00,0,FALSE
12/19/2016 00:00:00,0,FALSE
02/06/2017 00:00:00,0,FALSE
09/11/2017 00:00:00,0,FALSE
06/14/2016 00:00:00,0,TRUE
09/06/2016 00:00:00,0,FALSE
12/13/2016 00:00:00,0,FALSE
01/10/2017 00:00:00,0,FALSE
02/28/2017 00:00:00,0,FALSE
03/28/2017 00:00:00,0,FALSE
09/26/2017 00:00:00,0,FALSE
01/06/2016 00:00:00,0,FALSE
01/20/2016 00:00:00,0,FALSE
04/27/2016 00:00:00,0,FALSE
02/01/2017 00:00:00,0,FALSE
04/19/2017 00:00:00,0,FALSE
05/03/2017 00:00:00,0,FALSE
09/08/2016 00:00:00,0,FALSE
09/22/2016 00:00:00,0,FALSE
01/12/2017 00:00:00,0,FALSE
06/01/2017 00:00:00,0,FALSE
12/21/2017 00:00:00,0,FALSE
07/01/2016 00:00:00,0,FALSE
07/29/2016 00:00:00,0,TRUE
01/20/2017 00:00:00,0,FALSE
11/17/2017 00:00:00,0,FALSE
01/09/2016 00:00:00,0,FALSE
04/30/2016 00:00:00,0,FALSE
03/04/2017 00:00:00,0,FALSE
05/06/2017 00:00:00,0,FALSE
04/17/2016 01:00:00,0,FALSE
06/19/2016 01:00:00,0,FALSE
07/17/2016 01:00:00,0,FALSE
08/21/2016 01:00:00,0,FALSE
05/21/2017 01:00:00,0,FALSE
07/30/2017 01:00:00,0,FALSE
06/13/2016 01:00:00,0,FALSE
09/26/2016 01:00:00,0,FALSE
10/09/2017 01:00:00,0,FALSE
04/19/2016 01:00:00,0,FALSE
08/09/2016 01:00:00,0,FALSE
10/04/2016 01:00:00,0,FALSE
11/01/2016 01:00:00,0,FALSE
08/08/2017 01:00:00,0,FALSE
01/04/2017 01:00:00,0,FALSE
05/19/2016 01:00:00,0,FALSE
09/22/2016 01:00:00,0,FALSE
09/21/2017 01:00:00,0,FALSE
01/01/2016 01:00:00,0,TRUE
08/12/2016 01:00:00,0,FALSE
02/03/2017 01:00:00,0,FALSE
03/17/2017 01:00:00,0,FALSE
05/26/2017 01:00:00,0,FALSE
06/09/2017 01:00:00,0,FALSE
09/29/2017 01:00:00,0,FALSE
12/01/2017 01:00:00,0,FALSE
06/18/2016 01:00:00,0,FALSE
02/18/2017 01:00:00,0,FALSE
03/04/2017 01:00:00,0,FALSE
08/19/2017 01:00:00,0,FALSE
11/18/2017 01:00:00,0,FALSE
01/17/2016 02:00:00,0,FALSE
05/01/2016 02:00:00,0,FALSE
11/06/2016 02:00:00,0,FALSE
04/02/2017 02:00:00,0,FALSE
06/11/2017 02:00:00,0,FALSE
10/01/2017 02:00:00,0,FALSE
11/12/2017 02:00:00,0,FALSE
05/23/2016 02:00:00,0,FALSE
03/13/2017 02:00:00,0,FALSE
08/16/2016 02:00:00,0,FALSE
11/01/2016 02:00:00,0,FALSE
06/20/2017 02:00:00,0,FALSE
09/26/2017 02:00:00,0,FALSE
06/29/2016 02:00:00,0,FALSE
11/30/2016 02:00:00,0,FALSE
12/07/2016 02:00:00,0,FALSE
07/12/2017 02:00:00,0,FALSE
10/11/2017 02:00:00,0,FALSE
11/08/2017 02:00:00,0,FALSE
01/07/2016 02:00:00,0,FALSE
01/12/2017 02:00:00,0,FALSE
04/15/2016 02:00:00,0,FALSE
04/22/2016 02:00:00,0,FALSE
06/03/2016 02:00:00,0,FALSE
01/20/2017 02:00:00,0,FALSE
03/31/2017 02:00:00,0,FALSE
05/19/2017 02:00:00,0,FALSE
08/04/2017 02:00:00,0,FALSE
11/03/2017 02:00:00,0,FALSE
01/16/2016 02:00:00,0,FALSE
09/24/2016 02:00:00,0,FALSE
10/15/2016 02:00:00,0,FALSE
03/18/2017 02:00:00,0,FALSE
06/03/2017 02:00:00,0,FALSE
09/02/2017 02:00:00,0,FALSE
10/14/2017 02:00:00,0,FALSE
12/16/2017 02:00:00,0,FALSE
03/13/2016 03:00:00,0,FALSE
06/12/2016 03:00:00,0,FALSE
08/21/2016 03:00:00,0,FALSE
09/04/2016 03:00:00,0,FALSE
10/16/2016 03:00:00,0,FALSE
03/19/2017 03:00:00,0,FALSE
04/18/2016 03:00:00,0,FALSE
04/10/2017 03:00:00,0,FALSE
05/22/2017 03:00:00,0,FALSE
07/31/2017 03:00:00,0,TRUE
08/28/2017 03:00:00,0,FALSE
10/23/2017 03:00:00,0,FALSE
05/17/2016 03:00:00,0,FALSE
10/11/2016 03:00:00,0,FALSE
02/14/2017 03:00:00,0,FALSE
03/07/2017 03:00:00,0,FALSE
03/02/2016 03:00:00,0,FALSE
12/28/2016 03:00:00,0,FALSE
08/30/2017 03:00:00,0,FALSE
10/06/2016 03:00:00,0,FALSE
